attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
78.4,5.0,59.2,7,4,Pass
98.6,0.8,52.3,4,4,Fail
67.7,1.2,72.2,2,5,Fail
44.5,4.1,75.5,1,4,Fail
57.8,2.7,40.8,7,3,Fail
69.5,2.5,87.8,1,4,Fail
30.5,1.2,46.7,7,4,Fail
71.7,3.0,39.0,4,5,Fail
98.6,1.1,55.5,7,5,Fail
39.3,2.9,79.8,4,4,Fail
84.4,4.3,97.4,0,4,Pass
93.1,1.8,85.7,10,5,Pass
95.8,2.9,95.5,10,1,Pass
97.0,5.5,35.5,1,2,Pass
64.1,3.9,30.3,5,1,Fail
98.3,4.7,66.8,2,4,Pass
81.8,2.6,46.8,7,0,Fail
37.1,4.3,87.1,4,0,Pass
60.8,0.7,75.4,2,3,Fail
78.9,1.1,97.8,9,1,Pass
43.6,1.5,44.1,6,5,Fail
73.0,2.5,61.4,7,3,Pass
75.0,4.7,62.6,3,3,Pass
37.2,2.2,42.9,10,0,Fail
67.4,3.8,69.3,8,1,Pass
82.9,4.0,58.2,5,2,Pass
62.4,3.4,58.5,0,5,Fail
25.9,2.3,52.2,4,1,Fail
25.7,3.4,26.3,4,3,Fail
51.8,2.2,64.2,6,4,Fail
94.5,0.9,50.1,6,3,Fail
42.2,5.5,25.1,5,1,Fail
72.6,1.1,48.1,7,0,Fail
41.7,0.9,45.9,1,1,Fail
49.1,4.9,54.5,6,2,Pass
88.6,2.0,34.9,9,5,Fail
79.7,3.8,63.1,6,5,Pass
32.2,2.1,76.9,3,4,Fail
57.2,2.5,72.3,9,4,Pass
27.2,1.8,85.3,1,3,Fail
61.1,2.2,58.9,3,1,Fail
74.7,2.6,63.9,3,5,Fail
33.9,4.1,85.8,5,0,Pass
46.7,3.1,57.1,6,2,Fail
54.8,5.2,77.6,2,3,Pass
94.0,0.7,57.6,9,1,Fail
99.5,3.0,56.3,0,0,Fail
28.4,3.4,82.0,2,1,Fail
82.1,5.1,38.1,8,0,Pass
52.9,0.7,50.4,0,1,Fail
54.4,3.4,41.8,7,1,Fail
81.6,4.8,51.9,1,5,Pass
93.9,1.7,42.3,5,3,Fail
96.3,4.9,68.5,2,1,Pass
68.3,0.6,84.9,6,1,Fail
51.8,4.2,84.0,1,3,Pass
84.1,5.2,52.3,3,3,Pass
43.8,3.8,99.2,9,4,Pass
67.3,2.7,69.5,8,4,Pass
51.9,0.7,55.0,5,5,Fail
74.2,5.1,87.7,3,3,Pass
43.0,2.9,79.7,1,2,Fail
39.4,0.6,81.2,9,5,Fail
93.9,3.9,39.7,8,0,Pass
32.6,2.9,60.1,3,3,Fail
62.9,1.1,89.6,8,4,Pass
41.6,1.6,62.8,1,1,Fail
27.9,0.8,76.3,6,3,Fail
27.7,3.4,69.1,10,3,Pass
38.1,3.6,88.2,10,4,Pass
90.0,3.0,46.3,4,4,Fail
46.2,4.6,68.2,7,2,Pass
96.3,4.8,34.2,10,5,Pass
68.6,3.6,76.8,7,4,Pass
57.7,0.6,79.9,3,4,Fail
68.5,4.0,28.2,3,4,Fail
63.8,2.6,75.7,7,5,Pass
81.9,3.3,56.1,2,1,Fail
46.2,3.7,34.3,6,3,Fail
51.5,2.3,56.5,7,3,Fail
92.1,5.1,39.6,7,4,Pass
96.0,1.2,56.2,10,5,Pass
91.9,3.9,53.8,9,2,Pass
56.5,0.5,80.4,3,4,Fail
83.5,5.1,83.1,8,5,Pass
60.7,1.1,70.5,9,5,Fail
62.3,1.0,26.7,3,2,Fail
40.4,2.2,94.8,7,5,Pass
69.3,2.4,76.5,5,3,Fail
39.0,1.6,27.6,4,2,Fail
49.9,3.4,86.4,3,2,Pass
89.1,2.7,40.0,4,0,Fail
40.5,0.7,68.4,10,2,Fail
30.3,2.1,60.0,0,2,Fail
30.2,4.6,56.5,6,1,Pass
95.6,3.9,91.7,7,3,Pass
63.0,4.1,57.8,8,4,Pass
55.7,4.0,30.7,2,0,Fail
85.8,2.1,96.0,8,2,Pass
87.7,1.0,94.0,9,1,Pass
49.9,1.9,76.3,4,1,Fail
77.0,4.7,60.1,9,5,Pass
82.8,5.4,32.0,5,4,Pass
74.1,3.0,84.3,0,4,Fail
36.4,0.5,30.7,8,3,Fail
90.7,1.2,30.1,8,5,Fail
65.4,2.1,65.3,5,2,Fail
46.2,3.4,37.0,7,1,Fail
56.9,0.9,25.6,3,0,Fail
27.8,5.2,56.7,4,3,Pass
34.6,2.3,35.3,4,2,Fail
82.4,5.1,37.0,6,5,Pass
25.0,4.4,30.8,6,4,Fail
56.2,4.3,40.4,6,5,Pass
64.2,3.5,78.7,4,2,Pass
29.1,3.6,85.7,3,5,Pass
98.0,3.7,58.9,7,4,Pass
42.0,3.6,63.0,0,2,Fail
47.8,3.3,27.4,0,0,Fail
47.8,5.4,30.2,5,3,Pass
42.3,4.2,44.3,1,5,Fail
25.1,4.4,65.8,2,4,Fail
79.7,4.9,80.5,3,0,Pass
97.5,1.6,70.4,1,1,Fail
41.8,0.9,54.4,9,0,Fail
74.7,2.9,33.9,6,0,Fail
80.6,3.1,83.6,9,0,Pass
88.6,4.6,52.3,0,4,Pass
56.7,2.7,80.2,2,1,Fail
47.7,3.4,63.5,1,3,Fail
49.4,3.1,80.4,8,0,Pass
78.4,0.7,93.0,7,4,Fail
86.3,3.6,94.1,2,4,Pass
38.6,4.6,65.1,4,3,Pass
52.8,1.3,63.4,2,2,Fail
92.6,3.5,44.9,10,1,Pass
85.5,3.5,95.2,10,1,Pass
98.9,1.3,59.3,10,5,Pass
81.6,1.1,34.6,5,0,Fail
54.5,5.4,57.5,4,2,Pass
69.3,2.5,34.5,10,1,Fail
74.6,1.6,62.7,1,5,Fail
30.9,1.4,67.1,9,0,Fail
65.8,3.8,50.3,7,2,Pass
78.2,3.5,30.4,5,4,Fail
37.5,3.7,95.8,2,0,Fail
83.5,0.9,83.0,0,2,Fail
68.8,5.0,87.9,4,3,Pass
96.4,2.4,52.5,10,1,Pass
28.2,2.1,82.1,1,0,Fail
44.9,2.8,61.4,1,5,Fail
70.1,2.5,40.1,8,4,Fail
47.2,4.8,34.3,10,5,Pass
78.6,5.1,50.9,9,0,Pass
81.9,2.0,35.3,6,1,Fail
32.7,4.8,99.9,5,1,Pass
63.5,4.4,28.7,0,2,Fail
63.2,5.2,58.1,9,5,Pass
52.7,1.7,58.9,1,5,Fail
95.0,3.4,47.5,10,4,Pass
87.1,1.9,67.9,6,2,Fail
77.3,4.6,36.2,2,4,Pass
78.6,0.5,83.8,1,0,Fail
59.6,3.3,49.9,5,0,Fail
94.1,2.2,69.4,7,5,Pass
77.1,2.1,78.7,7,2,Pass
79.7,3.7,91.7,10,3,Pass
89.6,4.8,87.7,1,1,Pass
45.6,3.5,70.6,5,2,Pass
85.5,4.8,54.1,4,2,Pass
39.6,1.8,62.7,6,0,Fail
50.9,3.1,82.7,3,1,Fail
50.2,2.8,90.8,1,2,Fail
98.4,0.6,32.8,9,0,Fail
89.2,3.3,53.9,2,0,Fail
77.6,3.8,83.2,8,5,Pass
79.5,3.5,57.4,9,5,Pass
67.2,4.2,49.9,7,2,Pass
96.0,3.4,55.8,8,2,Pass
62.2,0.8,70.2,4,0,Fail
53.5,1.1,100.0,4,5,Fail
37.2,3.5,62.0,6,2,Fail
84.0,1.9,40.6,6,1,Fail
80.1,0.9,37.2,0,0,Fail
53.8,2.6,28.2,4,0,Fail
26.9,3.3,66.9,7,2,Fail
87.9,2.1,65.8,6,2,Fail
25.9,4.1,40.4,10,2,Pass
77.8,3.7,77.1,1,1,Fail
97.8,2.2,80.6,7,0,Pass
57.8,4.3,44.4,1,3,Fail
42.6,3.7,50.8,9,1,Pass
77.9,3.7,99.3,0,1,Pass
86.3,3.3,53.1,10,5,Pass
66.0,0.6,82.1,10,0,Fail
97.5,4.0,59.0,10,3,Pass
28.9,2.4,84.5,2,0,Fail
62.9,5.2,82.7,2,1,Pass
78.9,4.6,75.1,5,2,Pass
89.7,3.4,89.1,2,0,Pass
38.4,1.8,95.4,6,0,Fail
85.0,1.5,68.5,7,2,Fail
66.5,2.2,42.8,2,3,Fail
54.7,2.9,54.9,8,3,Pass
34.9,2.0,81.9,0,0,Fail
89.9,3.1,73.8,2,2,Fail
36.8,1.3,38.3,2,5,Fail
48.2,5.4,28.8,6,0,Pass
46.8,1.0,76.2,10,2,Fail
90.4,5.2,43.8,10,1,Pass
75.5,5.1,62.5,4,5,Pass
84.8,3.1,81.0,3,2,Pass
43.8,4.1,67.2,1,0,Fail
71.9,2.7,31.2,6,4,Fail
67.9,3.7,38.9,2,3,Fail
87.5,2.2,41.4,6,0,Fail
93.0,2.0,44.3,9,2,Fail
25.9,3.4,67.4,6,5,Pass
75.6,3.0,62.8,10,5,Pass
28.9,3.4,40.2,1,2,Fail
66.2,1.9,30.1,6,3,Fail
46.6,2.3,37.9,5,0,Fail
48.0,0.9,98.8,9,5,Pass
51.5,0.8,60.1,3,5,Fail
71.6,1.8,90.1,10,4,Pass
50.1,0.9,88.7,4,1,Fail
80.0,1.0,63.4,7,4,Fail
55.3,4.6,78.0,4,1,Pass
30.1,0.7,39.5,2,5,Fail
83.8,3.8,76.6,1,1,Pass
46.4,1.9,45.4,5,0,Fail
57.5,4.9,87.4,5,5,Pass
76.4,2.9,31.3,6,5,Fail
49.9,2.0,83.0,7,1,Fail
29.2,3.1,32.5,3,2,Fail
53.0,2.4,91.1,7,1,Pass
95.8,3.3,47.8,0,1,Fail
73.1,1.1,74.1,5,3,Fail
75.4,5.5,61.6,5,3,Pass
72.4,2.6,52.5,2,0,Fail
39.9,2.2,73.4,8,0,Fail
56.4,4.1,96.1,4,2,Pass
81.3,2.3,28.1,0,3,Fail
32.6,4.7,93.9,6,4,Pass
45.8,2.8,70.7,9,0,Pass
45.7,4.1,85.5,2,0,Fail
57.4,1.0,53.8,9,3,Fail
98.5,4.7,60.4,9,3,Pass
30.1,4.2,90.2,10,2,Pass
63.9,1.6,56.1,3,3,Fail
38.5,1.2,65.1,5,1,Fail
97.8,2.1,26.5,7,5,Fail
33.5,5.4,36.9,3,4,Pass
55.3,1.8,73.1,8,5,Pass
80.3,2.8,78.8,7,1,Pass
77.8,0.7,68.7,9,1,Fail
56.7,2.5,35.7,9,5,Fail
51.0,3.4,58.4,5,1,Fail
54.8,5.3,51.6,6,0,Pass
44.8,3.1,62.2,7,5,Pass
40.4,4.6,90.3,1,1,Pass
61.2,3.2,83.2,4,0,Fail
45.1,0.7,31.3,6,3,Fail
46.6,2.1,91.8,7,4,Pass
74.3,3.4,60.4,4,4,Pass
97.6,5.3,80.8,2,1,Pass
70.3,4.8,35.5,5,4,Pass
30.8,1.6,75.3,4,0,Fail
30.7,1.6,42.7,7,3,Fail
96.4,1.5,57.9,8,1,Fail
47.3,5.1,26.3,8,2,Pass
31.9,4.8,36.4,5,5,Pass
69.9,4.4,31.9,3,4,Fail
71.8,2.5,43.0,3,4,Fail
73.6,3.0,32.5,8,1,Fail
45.1,2.8,76.9,3,5,Fail
26.1,1.8,27.2,7,5,Fail
97.4,3.0,71.3,8,4,Pass
43.8,0.7,35.6,4,4,Fail
75.7,1.2,95.9,5,2,Fail
78.0,4.9,95.0,2,5,Pass
70.8,4.3,41.9,4,0,Fail
48.5,2.6,71.1,4,1,Fail
45.3,3.1,27.1,1,1,Fail
69.8,2.3,94.9,9,2,Pass
90.0,4.2,64.2,5,2,Pass
96.0,4.4,28.2,8,0,Pass
32.9,4.3,50.7,10,3,Pass
36.6,4.1,30.8,6,1,Fail
95.9,1.5,54.5,7,5,Fail
80.2,2.2,75.2,1,4,Fail
91.2,2.8,60.2,10,0,Pass
40.2,2.2,53.8,8,1,Fail
69.1,4.3,33.9,2,5,Fail
77.6,2.1,43.4,9,0,Fail
76.0,1.2,32.5,4,3,Fail
55.6,2.5,85.6,6,5,Pass
26.2,5.4,35.1,3,1,Fail
68.7,1.6,69.7,6,4,Fail
44.0,3.6,50.7,7,5,Pass
58.8,2.7,41.9,9,1,Fail
96.8,0.9,73.0,9,0,Fail
54.9,2.9,59.3,3,3,Fail
88.0,4.0,55.0,4,5,Pass
39.1,3.1,69.5,10,0,Pass
75.4,4.9,61.8,2,0,Pass
98.3,1.9,47.8,4,2,Fail
32.6,0.9,66.9,7,0,Fail
25.6,5.2,75.2,2,5,Pass
57.5,2.4,27.0,4,3,Fail
31.9,3.4,59.9,9,4,Pass
81.1,4.5,29.3,0,2,Fail
93.6,2.1,39.0,1,0,Fail
57.6,4.1,67.0,2,5,Pass
44.4,1.2,90.0,0,1,Fail
57.6,2.0,91.2,10,2,Pass
79.3,1.2,30.2,10,3,Fail
25.7,4.6,56.4,8,1,Pass
69.2,1.6,68.7,8,3,Fail
71.0,4.1,36.0,4,1,Fail
72.8,5.2,82.4,3,4,Pass
43.2,3.1,80.8,4,3,Fail
78.6,3.2,92.8,3,1,Pass
31.9,2.8,25.6,4,3,Fail
39.9,2.1,41.3,6,2,Fail
90.8,2.9,87.0,10,3,Pass
80.4,3.5,75.3,7,5,Pass
26.0,5.4,92.1,1,3,Pass
43.6,5.2,29.3,3,1,Fail
41.1,4.8,69.8,7,3,Pass
45.3,4.9,67.7,6,4,Pass
43.6,2.8,27.7,8,0,Fail
29.7,3.8,63.5,4,2,Fail
59.4,5.0,70.7,5,5,Pass
80.0,2.5,39.3,10,1,Fail
70.5,5.3,45.5,7,3,Pass
75.5,2.6,73.0,10,3,Pass
31.1,3.5,60.1,4,3,Fail
96.4,4.0,89.4,8,2,Pass
87.9,5.3,50.7,3,5,Pass
85.4,1.7,45.0,7,0,Fail
86.7,4.2,98.9,2,4,Pass
95.0,3.1,93.3,4,5,Pass
65.8,1.8,27.2,7,4,Fail
40.0,4.4,82.8,9,5,Pass
71.3,3.3,33.3,6,1,Fail
80.7,3.8,27.1,0,0,Fail
80.3,2.1,45.5,3,0,Fail
64.1,2.9,45.2,1,2,Fail
30.1,3.6,86.4,1,5,Fail
52.8,2.5,78.3,6,3,Pass
94.1,1.5,98.6,2,0,Fail
68.8,5.3,78.4,2,5,Pass
65.4,3.1,56.4,5,3,Fail
45.2,4.2,77.4,5,2,Pass
52.6,2.6,100.0,0,5,Fail
92.2,2.3,78.3,0,5,Fail
75.0,2.5,82.1,10,1,Pass
84.1,2.5,95.4,5,5,Pass
59.1,3.2,33.5,6,1,Fail
72.3,3.2,77.9,8,3,Pass
43.6,3.0,88.8,3,3,Fail
77.9,1.2,96.6,9,0,Pass
57.1,3.0,40.8,5,2,Fail
58.2,1.3,62.8,2,1,Fail
73.7,1.1,76.0,10,0,Fail
95.2,5.2,43.6,3,4,Pass
29.8,3.5,70.0,8,0,Pass
86.9,3.8,44.3,0,3,Fail
46.9,2.5,50.0,4,4,Fail
58.3,5.0,58.1,10,0,Pass
26.6,3.7,64.7,6,5,Pass
47.6,4.3,58.7,2,2,Fail
62.7,2.3,62.0,1,1,Fail
29.2,5.3,47.4,10,5,Pass
61.8,4.6,36.9,1,4,Fail
94.5,4.8,28.6,0,2,Fail
32.9,1.4,39.7,4,0,Fail
82.3,1.9,68.6,2,5,Fail
55.7,1.9,84.0,10,3,Pass
74.1,1.9,37.7,6,3,Fail
44.5,4.8,33.1,0,2,Fail
37.0,0.7,81.2,8,3,Fail
37.0,0.9,47.9,1,1,Fail
30.3,1.9,96.4,7,2,Fail
38.9,1.5,78.6,9,2,Fail
74.8,1.7,49.5,3,3,Fail
91.1,4.5,46.7,5,2,Pass
86.1,3.3,64.3,8,0,Pass
76.4,0.5,30.9,6,4,Fail
33.3,2.6,33.8,7,5,Fail
46.7,2.5,38.2,6,4,Fail
48.2,1.1,83.1,1,5,Fail
43.7,3.9,63.5,8,3,Pass
63.6,4.0,25.8,0,1,Fail
65.2,4.1,75.5,1,1,Fail
51.8,4.1,56.8,2,3,Fail
51.5,0.5,63.3,2,3,Fail
87.1,5.3,41.1,9,2,Pass
84.2,4.6,66.4,3,1,Pass
48.1,5.0,98.4,4,4,Pass
93.5,0.6,30.5,5,3,Fail
96.5,5.2,46.3,0,4,Pass
49.5,4.5,43.2,7,5,Pass
51.6,4.7,43.6,5,4,Pass
62.9,1.0,53.4,9,1,Fail
95.6,4.2,86.4,8,5,Pass
90.7,5.3,93.5,4,4,Pass
32.7,3.9,40.2,6,2,Fail
54.5,3.4,65.7,10,2,Pass
66.5,5.2,72.8,3,1,Pass
62.7,2.7,64.1,5,2,Fail
39.5,3.5,57.6,5,3,Fail
89.4,2.9,39.4,3,5,Fail
75.8,5.2,61.6,5,1,Pass
87.8,0.9,55.1,7,5,Fail
89.4,3.0,84.7,10,4,Pass
81.1,3.9,82.3,4,3,Pass
57.9,4.5,35.0,1,1,Fail
70.8,3.4,31.6,8,4,Pass
37.0,5.0,93.1,10,4,Pass
75.5,5.2,65.2,3,4,Pass
38.4,0.8,89.3,3,4,Fail
77.0,2.5,29.4,10,4,Pass
42.2,0.6,64.5,6,1,Fail
33.8,2.1,65.5,9,2,Fail
37.4,3.2,89.6,9,4,Pass
25.1,5.1,32.3,5,3,Fail
78.9,4.7,43.0,3,1,Pass
79.9,1.1,55.5,5,0,Fail
63.6,1.0,89.9,2,2,Fail
37.1,3.4,95.4,6,3,Pass
31.3,3.2,99.5,5,4,Pass
26.4,1.8,96.9,2,1,Fail
37.4,5.0,25.4,0,1,Fail
91.8,5.1,28.6,9,4,Pass
43.1,2.5,36.1,4,3,Fail
51.6,5.0,51.2,9,1,Pass
32.9,2.4,87.2,1,5,Fail
41.7,4.2,91.9,6,2,Pass
63.9,2.9,39.0,6,3,Fail
70.6,1.1,71.5,3,4,Fail
43.4,5.1,93.8,5,3,Pass
29.3,2.8,59.8,0,5,Fail
54.3,4.2,32.8,1,3,Fail
42.6,2.3,59.3,5,0,Fail
41.5,0.6,53.2,1,4,Fail
97.0,1.0,68.3,10,2,Pass
71.2,3.0,57.9,3,4,Fail
66.8,3.9,26.3,3,0,Fail
56.2,2.2,99.5,9,4,Pass
57.2,4.0,65.8,8,4,Pass
65.6,4.0,60.5,9,2,Pass
77.2,4.0,96.6,6,0,Pass
77.7,3.0,36.7,6,4,Fail
37.9,5.1,39.2,10,5,Pass
62.5,2.9,85.6,0,4,Fail
55.9,2.8,44.6,10,1,Fail
90.3,1.5,84.9,4,4,Fail
72.4,2.0,45.4,2,2,Fail
64.9,0.7,27.5,2,1,Fail
33.7,3.7,63.8,5,5,Pass
70.4,1.7,39.8,3,5,Fail
33.8,2.0,81.8,7,5,Fail
50.3,4.4,73.1,3,0,Pass
35.7,2.1,94.3,7,5,Pass
76.9,1.7,83.7,3,3,Fail
40.5,1.3,38.6,2,2,Fail
54.4,4.4,85.0,4,0,Pass
92.2,1.1,73.1,4,1,Fail
40.3,2.8,75.2,9,3,Pass
63.1,3.0,87.4,9,0,Pass
56.4,3.9,68.0,0,2,Fail
26.4,3.7,60.0,7,1,Fail
84.5,4.6,72.7,7,2,Pass
30.2,0.7,47.3,7,2,Fail
60.6,2.0,38.7,9,1,Fail
67.1,1.9,71.2,3,5,Fail
72.1,1.2,42.5,8,4,Fail
76.6,1.9,31.0,9,2,Fail
44.0,2.0,25.0,2,5,Fail
25.7,3.1,70.6,6,1,Fail
79.3,3.8,52.2,5,2,Pass
65.2,2.4,81.4,8,4,Pass
87.7,4.1,53.1,3,1,Pass
86.6,2.2,61.5,3,0,Fail
88.2,2.0,55.5,5,0,Fail
61.4,3.2,73.8,7,5,Pass
50.0,0.6,51.7,2,0,Fail
84.4,0.9,97.3,10,3,Pass
58.8,2.6,95.2,7,2,Pass
38.8,5.2,88.6,7,2,Pass
89.1,4.1,94.0,6,1,Pass
91.2,0.9,58.7,6,3,Fail
60.0,4.7,65.2,4,2,Pass
30.7,4.2,80.7,1,1,Fail
54.1,3.6,77.2,1,4,Fail
85.3,4.6,91.8,9,2,Pass
92.6,2.5,78.7,7,5,Pass
40.3,1.6,99.8,10,2,Pass
30.0,3.1,51.1,5,4,Fail
90.8,3.2,87.5,7,4,Pass
54.2,3.2,77.3,2,2,Fail
65.6,3.3,76.9,0,4,Fail
97.6,5.2,49.4,5,1,Pass
30.0,5.0,83.9,1,2,Pass
73.6,4.9,92.5,8,2,Pass
30.6,4.5,41.4,4,0,Fail
53.2,5.2,71.9,4,5,Pass
85.3,1.0,54.4,9,2,Fail
57.5,1.8,99.2,7,0,Fail
99.8,3.0,60.9,5,4,Pass
66.9,4.7,42.1,2,5,Pass
49.1,3.0,53.6,8,5,Pass
41.5,4.2,74.0,9,4,Pass
51.3,1.2,30.7,3,1,Fail
52.9,1.8,70.3,9,0,Fail
30.2,4.2,94.8,3,2,Pass
52.7,1.3,88.8,1,0,Fail
59.8,2.3,30.1,2,4,Fail
79.2,1.8,99.5,3,4,Pass
74.3,2.2,77.4,6,1,Fail
78.2,4.0,37.2,2,5,Fail
25.6,2.3,25.9,7,5,Fail
41.3,3.3,37.8,7,4,Fail
74.6,1.0,87.9,9,0,Fail
61.3,4.5,26.6,10,5,Pass
25.4,2.3,42.5,1,2,Fail
85.3,3.7,81.8,3,2,Pass
83.0,4.1,69.0,7,0,Pass
66.1,1.5,83.7,0,1,Fail
30.0,4.9,81.0,0,2,Fail
82.5,3.6,28.8,3,0,Fail
68.8,2.6,91.9,10,0,Pass
83.6,1.4,42.0,1,4,Fail
81.4,5.2,66.5,0,5,Pass
85.2,4.3,73.3,7,4,Pass
63.9,1.5,37.6,1,5,Fail
35.5,2.2,98.2,3,1,Fail
75.3,4.5,61.6,2,1,Pass
71.5,4.0,29.3,1,1,Fail
80.7,4.3,95.3,7,0,Pass
37.7,2.7,69.0,2,0,Fail
39.6,4.1,77.4,8,4,Pass
91.8,2.4,64.4,9,2,Pass
81.2,1.6,87.6,4,5,Fail
93.1,3.7,27.5,8,5,Pass
81.9,5.4,45.1,2,1,Pass
69.8,2.1,60.2,4,5,Fail
74.1,2.8,30.7,9,3,Fail
91.7,3.9,77.9,5,1,Pass
68.4,3.2,54.5,8,5,Pass
72.4,4.7,45.5,7,4,Pass
36.7,4.3,25.3,1,5,Fail
60.5,0.8,79.0,1,0,Fail
78.7,5.5,87.5,4,4,Pass
45.3,4.3,54.6,4,4,Pass
40.2,4.8,67.3,4,4,Pass
48.5,3.8,42.1,3,3,Fail
43.1,4.8,71.7,7,3,Pass
41.1,1.1,25.9,10,5,Fail
56.9,2.2,61.6,4,1,Fail
93.1,4.9,73.3,0,5,Pass
63.0,1.5,93.9,9,5,Pass
39.1,0.9,53.6,4,5,Fail
30.8,4.4,82.4,0,0,Fail
77.2,4.7,69.8,3,4,Pass
53.7,1.3,94.5,0,2,Fail
86.6,4.8,54.9,5,1,Pass
74.5,3.9,48.9,5,1,Pass
84.7,3.1,91.5,0,4,Pass
45.4,4.7,28.7,7,1,Fail
76.9,2.6,35.2,3,4,Fail
44.8,1.5,31.2,1,1,Fail
95.4,1.9,88.2,0,5,Fail
72.7,3.0,25.8,10,0,Fail
49.3,3.2,89.6,2,1,Fail
45.2,4.5,58.8,6,1,Pass
39.3,4.5,25.3,9,2,Pass
77.1,3.4,55.1,10,0,Pass
41.4,4.4,39.0,9,5,Pass
69.6,1.5,71.8,7,0,Fail
44.8,0.8,76.0,4,0,Fail
74.6,4.9,61.6,6,1,Pass
86.1,0.9,28.0,1,3,Fail
83.4,1.7,74.2,3,1,Fail
82.1,4.0,88.2,5,4,Pass
39.1,2.5,79.0,4,2,Fail
31.6,4.9,87.2,5,0,Pass
77.4,2.0,40.0,1,4,Fail
52.6,0.6,91.7,6,5,Fail
57.4,2.0,49.2,7,4,Fail
27.3,3.4,26.0,10,3,Fail
44.5,2.4,88.3,8,0,Pass
27.5,3.2,95.6,5,1,Pass
90.9,4.9,74.2,6,0,Pass
43.3,5.1,42.4,0,2,Fail
66.8,1.8,43.9,8,0,Fail
27.9,2.8,60.0,5,4,Fail
75.0,3.2,92.3,3,4,Pass
49.2,5.2,36.2,9,1,Pass
92.3,5.5,86.9,8,1,Pass
91.6,1.7,46.8,0,1,Fail
49.4,4.1,85.6,1,5,Pass
92.6,2.4,94.0,2,2,Pass
99.7,0.5,57.1,0,5,Fail
86.9,0.5,52.4,1,5,Fail
88.4,2.8,85.2,1,5,Pass
43.7,2.9,64.7,6,0,Fail
68.3,0.6,76.3,9,3,Fail
30.0,3.9,71.7,5,0,Fail
32.1,2.0,36.5,8,1,Fail
99.9,3.3,88.4,4,2,Pass
49.5,2.0,39.7,8,5,Fail
81.1,1.3,94.9,9,0,Pass
85.5,2.5,43.8,8,4,Pass
89.4,1.7,80.0,1,5,Fail
99.8,3.2,46.3,8,0,Pass
43.1,1.5,48.8,2,4,Fail
28.0,3.0,48.3,10,0,Fail
55.8,1.3,81.1,2,0,Fail
34.8,3.9,66.8,10,5,Pass
26.7,4.3,91.2,8,0,Pass
52.0,1.1,48.1,6,1,Fail
83.8,2.8,76.9,10,4,Pass
67.5,0.9,81.5,7,2,Fail
48.5,3.5,36.4,6,3,Fail
74.1,1.8,55.0,8,5,Fail
42.4,3.1,61.2,7,4,Pass
26.1,3.1,51.7,3,1,Fail
82.3,5.1,49.2,1,4,Pass
71.8,3.2,76.5,10,2,Pass
82.2,3.4,41.2,4,5,Fail
27.9,2.5,78.2,1,4,Fail
87.8,5.2,95.1,3,1,Pass
71.5,4.4,67.4,1,5,Pass
67.3,1.9,70.9,4,1,Fail
71.8,4.7,30.2,5,5,Pass
89.8,2.7,89.8,10,3,Pass
69.0,4.6,46.4,0,2,Fail
68.6,4.6,71.1,7,3,Pass
99.3,1.4,98.4,1,0,Fail
81.8,4.0,69.7,4,1,Pass
58.2,2.0,79.4,10,3,Pass
78.1,2.0,58.4,7,1,Fail
54.2,2.0,29.5,4,5,Fail
42.2,4.1,84.8,2,1,Pass
69.8,1.6,27.6,5,0,Fail
94.6,0.5,77.5,0,1,Fail
94.7,4.1,26.7,0,5,Fail
50.6,1.4,89.7,7,5,Fail
64.6,1.0,36.8,6,3,Fail
40.9,1.7,63.6,9,2,Fail
99.7,2.4,69.8,9,4,Pass
98.6,2.9,59.3,10,3,Pass
73.7,0.7,50.6,10,0,Fail
85.3,5.4,60.1,2,4,Pass
78.6,4.1,48.4,7,1,Pass
69.5,2.1,57.9,10,3,Pass
29.0,2.1,51.9,7,4,Fail
59.1,2.7,67.5,0,3,Fail
75.6,3.6,42.8,9,1,Pass
75.8,1.2,99.1,6,5,Pass
53.0,1.4,62.6,1,3,Fail
95.6,4.8,39.6,1,0,Fail
37.6,1.8,60.8,1,4,Fail
62.5,2.4,90.0,4,4,Pass
76.8,4.9,26.6,6,4,Pass
77.3,3.8,76.0,3,3,Pass
73.6,2.2,66.1,10,1,Pass
45.6,3.9,37.7,3,3,Fail
36.7,0.6,86.3,8,3,Fail
72.7,4.2,52.7,9,5,Pass
69.9,2.9,47.0,8,4,Pass
38.5,4.6,87.1,6,1,Pass
77.9,5.3,72.9,9,2,Pass
59.1,5.1,92.4,3,1,Pass
75.1,5.0,72.2,7,3,Pass
87.8,3.1,80.6,9,0,Pass
37.7,2.3,87.7,2,1,Fail
26.4,2.8,29.1,2,4,Fail
83.4,3.9,83.2,6,0,Pass
70.7,4.9,71.0,10,2,Pass
77.5,1.5,30.2,8,2,Fail
87.9,5.1,63.1,10,0,Pass
85.2,4.6,31.2,3,2,Fail
97.1,5.4,80.2,3,0,Pass
65.2,4.9,66.0,0,3,Pass
61.6,1.9,96.5,0,0,Fail
55.1,1.0,38.7,2,3,Fail
36.5,1.1,70.5,6,4,Fail
67.9,2.0,40.9,8,4,Fail
45.8,3.6,71.1,3,2,Fail
94.1,4.5,79.2,1,5,Pass
68.7,5.0,79.2,5,5,Pass
69.5,3.6,86.1,5,0,Pass
51.6,0.5,89.0,8,3,Fail
28.9,1.4,30.8,3,4,Fail
